product_id,product_category,region,base_price,competitor_price,inventory,demand_score,sales_last_7_days,customer_rating,discount_percent,season,promotion,page_views,price_elasticity,recommended_price
P0504,Sports,North,8121.1,7413.65,145,47.9,265,4.0,9.2,Regular,0,3824,1.3,7969.14
P0505,Fashion,South,2687.45,2184.9,293,46.9,30,3.0,10.1,Winter,0,3969,1.99,2604.89
P0506,Fashion,West,2608.91,4795.11,393,30.8,84,4.7,37.6,Summer,0,6252,1.8,2995.55
P0507,Books,North,4147.09,8743.76,222,22.3,166,4.5,15.8,Regular,1,827,1.21,5000.99
P0508,Sports,East,8967.5,6936.77,81,27.7,1,3.8,28.7,Summer,0,2616,1.98,8015.37
P0509,Beauty,East,204.34,4423.63,415,15.0,249,4.3,24.5,Regular,0,7454,1.49,265.64
P0510,Fashion,West,9033.55,7025.9,381,27.8,261,3.4,11.4,Regular,1,128,0.65,7412.68
P0511,Beauty,East,1707.31,1400.06,388,10.8,63,2.6,26.1,Summer,0,1631,0.99,1469.91
P0512,Fashion,West,9902.85,4323.46,338,66.5,164,4.8,26.2,Summer,0,8017,0.87,8980.24
P0513,Fashion,East,9557.5,8365.09,156,38.5,201,2.8,23.7,Regular,1,7889,0.88,8865.7
P0514,Home & Kitchen,South,5047.82,2455.65,327,97.6,222,4.9,4.0,Winter,1,2212,1.59,4999.11
P0515,Fashion,North,5224.66,2099.12,243,27.4,152,3.9,39.8,Summer,0,9227,1.29,4312.8
P0516,Electronics,South,4919.18,9992.45,119,41.1,132,3.3,16.0,Monsoon,1,1535,0.36,6059.1
P0517,Sports,North,6427.35,2346.14,323,42.2,114,3.7,25.5,Monsoon,0,5795,1.79,5357.73
P0518,Sports,North,1089.07,2872.68,373,10.8,217,3.8,35.4,Regular,0,2670,0.8,1374.16
P0519,Beauty,North,519.66,10186.44,98,85.5,196,2.6,16.9,Festival,0,1014,2.0,675.56
P0520,Fashion,South,765.49,7762.19,487,12.9,281,3.4,31.0,Regular,1,9070,1.92,995.14
P0521,Electronics,North,4554.78,7399.84,52,94.6,202,4.3,38.9,Regular,0,2723,1.9,5921.21
P0522,Beauty,South,2900.37,8982.2,195,90.3,135,3.8,14.4,Winter,0,5343,1.68,3770.48
P0523,Home & Kitchen,West,6295.99,1375.29,466,58.2,234,3.1,16.2,Winter,1,7309,0.68,4891.38
P0524,Beauty,East,9925.93,7465.47,16,58.9,141,3.3,36.2,Festival,0,1768,1.21,11357.51
P0525,Beauty,East,3985.97,5378.07,160,68.8,196,4.7,6.4,Festival,0,1278,0.68,4891.2
P0526,Fashion,North,5823.64,8736.83,176,44.8,43,3.8,1.1,Festival,0,3828,0.74,6932.43
P0527,Home & Kitchen,South,4272.92,5424.02,481,68.3,57,3.8,36.4,Festival,0,1890,1.34,4850.53
P0528,Beauty,East,8503.26,6580.89,431,14.0,142,4.9,32.9,Festival,0,547,0.37,7642.9
P0529,Electronics,South,9041.92,5110.3,405,14.9,210,3.3,38.9,Regular,0,586,1.95,7116.54
P0530,Electronics,South,8798.08,5114.6,300,51.2,72,3.7,2.3,Regular,0,3355,1.86,7913.88
P0531,Sports,North,9748.85,8105.45,181,59.5,224,4.5,6.2,Monsoon,0,7174,0.95,9579.74
P0532,Home & Kitchen,East,469.69,6666.81,345,89.9,27,4.4,4.2,Monsoon,0,9406,1.18,610.6
P0533,Home & Kitchen,North,8430.2,6715.28,61,19.4,128,3.2,27.3,Summer,0,2021,1.09,8397.08
P0534,Sports,North,7567.37,4826.92,347,84.0,106,2.9,24.2,Regular,0,7637,1.8,7482.15
P0535,Beauty,East,2441.21,5661.05,344,28.9,165,4.3,14.4,Festival,0,3577,1.47,3173.57
P0536,Home & Kitchen,East,9571.94,7875.81,452,45.5,215,3.1,2.3,Summer,0,349,0.77,8807.65
P0537,Electronics,West,1652.14,8703.71,207,38.5,71,4.8,25.6,Winter,1,2436,1.06,2147.78
P0538,Electronics,West,6859.59,7368.51,189,46.0,204,2.8,22.8,Regular,1,4013,1.03,6770.47
P0539,Fashion,South,2403.92,9716.43,125,23.5,153,3.3,4.5,Monsoon,0,4737,1.93,3125.1
P0540,Home & Kitchen,East,4427.53,8645.74,230,55.3,67,2.6,36.4,Regular,0,4221,0.6,5482.82
P0541,Beauty,West,7247.77,5978.43,206,82.1,90,4.3,8.0,Regular,0,3909,0.45,7246.89
P0542,Sports,South,5720.58,7108.91,334,49.7,260,4.7,29.7,Regular,0,9155,1.8,6038.11
P0543,Sports,South,4389.52,9739.5,367,54.2,228,4.1,35.4,Regular,1,3745,1.82,5453.57
P0544,Beauty,South,3398.12,6569.81,384,86.4,79,4.8,23.2,Winter,0,9162,1.78,4413.06
P0545,Books,West,8428.66,8692.01,458,73.5,96,2.8,9.9,Monsoon,0,9765,1.17,8421.47
P0546,Fashion,East,1609.38,7288.52,360,54.1,246,2.7,12.4,Regular,1,7292,1.42,2092.19
P0547,Sports,North,4415.01,5875.98,220,33.2,272,4.6,35.4,Winter,0,9991,1.26,4771.47
P0548,Home & Kitchen,South,9056.82,2675.77,464,89.6,157,4.6,11.9,Summer,0,6181,0.42,7730.87
P0549,Fashion,West,8489.33,4576.29,47,61.9,116,4.6,29.8,Regular,0,3667,1.31,8492.2
P0550,Home & Kitchen,West,4129.23,10167.11,379,29.9,18,4.5,39.6,Winter,0,2750,0.32,5368.0
P0551,Electronics,North,7678.46,6968.14,27,34.2,172,3.4,40.0,Festival,0,1055,0.85,8595.77
P0552,Fashion,North,8266.98,6004.56,159,82.3,16,3.0,21.3,Summer,1,1751,1.88,8173.34
P0553,Sports,West,8911.1,9808.11,190,14.0,240,4.8,33.1,Monsoon,0,3352,0.82,8489.53
P0554,Fashion,East,5536.16,6232.8,253,99.3,56,3.3,39.6,Regular,0,9045,1.9,6218.79
P0555,Fashion,North,2203.72,5609.17,241,21.7,79,3.5,15.0,Regular,1,3416,0.73,2839.94
P0556,Fashion,West,2702.03,8016.09,297,81.6,103,4.2,10.1,Winter,0,3212,0.83,3512.64
P0557,Books,North,3097.81,7534.71,138,45.5,284,3.2,4.6,Monsoon,0,8356,1.37,4027.15
P0558,Fashion,East,6019.26,2173.41,325,54.3,193,4.5,5.6,Festival,0,2187,1.59,5773.19
P0559,Home & Kitchen,South,521.53,5043.9,394,89.3,5,2.7,34.1,Summer,0,4902,1.15,677.99
P0560,Electronics,North,6433.22,5056.36,438,47.2,106,4.5,23.5,Monsoon,0,80,1.8,5745.97
P0561,Beauty,East,3770.67,4083.28,26,58.4,278,4.0,34.9,Regular,1,5998,0.37,4137.25
P0562,Fashion,West,3093.37,5518.47,365,14.4,100,3.9,31.6,Winter,0,1855,1.87,3373.92
P0563,Sports,North,8819.07,4443.27,92,10.2,238,3.6,26.9,Festival,0,6463,0.63,7923.74
P0564,Fashion,North,4708.02,2237.25,157,32.0,269,3.2,24.4,Winter,0,3619,1.8,4194.87
P0565,Sports,West,1131.52,4435.62,129,71.3,86,3.7,1.9,Summer,1,9678,0.98,1470.98
P0566,Home & Kitchen,South,8302.12,925.9,83,20.9,32,3.6,34.9,Monsoon,0,5360,1.72,6226.59
P0567,Sports,West,666.88,6122.11,350,20.2,51,4.0,16.7,Winter,1,506,1.44,866.94
P0568,Beauty,North,7322.14,8989.71,460,47.0,79,3.2,22.4,Winter,0,498,0.6,7582.79
P0569,Electronics,West,7784.28,7664.96,55,68.3,186,2.7,0.9,Regular,1,117,1.86,8441.01
P0570,Sports,East,3655.51,3899.27,220,74.1,174,2.9,37.4,Winter,1,4139,0.72,3939.49
P0571,Sports,West,8282.92,1078.57,180,26.1,106,4.2,36.1,Festival,1,1912,0.72,6726.5
P0572,Electronics,North,5253.46,2266.18,362,17.2,63,2.6,21.7,Monsoon,0,1852,1.68,3940.1
P0573,Beauty,West,4740.28,5809.46,257,94.6,76,4.6,23.1,Summer,0,7604,0.48,5515.25
P0574,Fashion,South,644.95,2316.83,458,33.5,81,4.2,28.2,Winter,0,8369,0.68,838.44
P0575,Sports,West,3042.29,5793.8,250,86.8,128,4.4,10.6,Festival,0,5945,1.16,3954.98
P0576,Electronics,South,9323.9,2570.1,231,87.7,183,4.6,8.9,Summer,1,9509,1.71,8302.54
P0577,Home & Kitchen,East,4039.87,8940.89,110,79.5,243,2.8,27.0,Festival,0,9284,0.55,5251.83
P0578,Electronics,South,5557.67,4279.84,197,25.2,185,4.6,4.2,Winter,0,5565,1.23,5213.2
P0579,Home & Kitchen,West,5413.81,2714.08,320,84.0,220,3.8,18.2,Winter,0,3788,1.51,5327.72
P0580,Beauty,North,5986.22,8563.21,306,79.2,71,4.7,19.7,Monsoon,0,417,1.76,6944.9
P0581,Fashion,South,801.04,3718.1,40,63.7,154,4.7,15.3,Regular,0,6251,1.89,1041.35
P0582,Electronics,East,3749.33,1330.55,446,40.3,245,2.6,7.4,Festival,0,2690,1.63,3254.0
P0583,Books,South,7286.66,6066.63,208,33.6,140,3.5,14.2,Regular,1,4957,1.41,6456.56
P0584,Sports,South,2165.49,6181.74,426,21.0,71,3.8,13.5,Regular,0,108,1.04,2815.14
P0585,Beauty,South,2195.07,7555.66,271,55.9,46,4.2,20.0,Summer,1,4306,0.49,2853.59
P0586,Electronics,East,298.89,2659.06,272,62.7,47,3.2,27.0,Summer,0,8344,1.51,388.56
P0587,Sports,West,4487.32,4759.72,174,42.3,79,3.1,38.7,Festival,1,4991,1.99,4828.55
P0588,Electronics,South,8850.8,3094.04,43,52.8,149,3.5,5.8,Regular,0,4557,1.55,8055.09
P0589,Home & Kitchen,South,708.63,1015.44,459,42.7,130,3.8,34.9,Monsoon,0,835,0.33,723.66
P0590,Electronics,North,2072.96,9226.65,143,67.7,127,4.9,11.4,Regular,0,2496,1.14,2694.85
P0591,Books,East,3238.83,7701.94,296,91.1,119,4.4,23.7,Summer,0,9198,1.34,4210.48
P0592,Electronics,South,7370.9,3291.1,56,24.8,262,3.6,21.9,Regular,0,8678,1.47,6745.38
P0593,Electronics,East,6478.23,6365.53,291,44.3,244,2.6,22.3,Winter,1,2415,1.52,6444.97
P0594,Books,South,4276.25,2257.04,293,22.7,103,2.9,28.9,Winter,0,4751,1.25,3823.39
P0595,Beauty,West,7638.88,9367.24,145,66.2,37,3.6,15.3,Monsoon,0,7467,0.68,8560.87
P0596,Electronics,West,6174.38,1365.83,150,75.6,142,4.5,12.8,Festival,0,5616,1.9,5953.62
P0597,Books,South,8981.2,219.6,429,93.9,37,3.5,34.1,Regular,0,8738,1.48,7252.59
P0598,Sports,West,8216.66,5360.72,318,35.1,8,3.8,8.8,Winter,0,9608,0.7,7766.6
P0599,Home & Kitchen,South,2677.57,6197.88,188,95.5,231,4.7,7.2,Festival,1,9264,0.85,3480.84
P0600,Home & Kitchen,West,2860.1,6154.92,156,15.7,296,4.8,0.6,Winter,0,6433,1.87,3521.17
P0601,Electronics,North,1428.49,742.56,205,64.3,107,3.0,8.4,Festival,1,1539,1.81,1392.78
P0602,Beauty,North,3502.25,3420.93,132,15.1,18,2.6,20.7,Festival,1,2384,0.99,3446.18
P0603,Beauty,North,9995.53,5331.73,291,90.4,83,3.3,21.5,Winter,1,7740,0.37,9912.77
P0604,Sports,East,4176.36,2415.1,315,57.7,288,4.2,10.2,Summer,0,3439,0.38,3906.4
P0605,Electronics,East,2360.79,9185.5,257,70.2,194,4.9,2.9,Festival,0,252,0.78,3069.03
P0606,Home & Kitchen,North,7672.33,1078.97,493,84.8,215,2.7,29.8,Regular,0,280,1.37,6109.33
P0607,Beauty,East,5516.22,5209.81,270,23.5,281,2.6,30.3,Winter,1,7097,1.29,5200.11
P0608,Electronics,West,1666.09,7315.41,192,13.5,220,4.7,39.9,Summer,0,3012,1.38,2165.92
P0609,Beauty,South,3930.76,2881.27,390,89.1,289,4.4,36.0,Winter,0,2377,1.52,3886.27
P0610,Books,South,4261.8,6622.16,234,38.3,194,5.0,37.0,Monsoon,1,2834,0.33,4684.11
P0611,Beauty,South,7587.53,8739.25,275,21.6,158,3.5,31.9,Regular,0,853,0.48,7436.97
P0612,Home & Kitchen,North,402.58,2144.28,263,52.2,104,3.5,24.6,Monsoon,0,5816,0.91,523.35
P0613,Fashion,East,2836.39,9645.72,303,63.8,34,2.9,5.1,Festival,0,3773,0.56,3687.31
P0614,Sports,West,5272.44,5892.72,419,12.8,102,2.8,24.9,Festival,0,6446,0.43,5390.16
P0615,Sports,West,2834.7,3268.07,202,34.7,127,3.9,2.2,Monsoon,0,225,1.39,2969.58
P0616,Home & Kitchen,North,6358.65,4626.46,327,13.0,214,3.4,35.4,Monsoon,1,9686,1.69,5282.98
P0617,Beauty,West,4922.3,3401.82,60,47.8,296,2.7,19.3,Festival,1,5741,1.58,5321.55
P0618,Electronics,West,3744.76,7663.15,323,90.6,179,4.7,27.9,Summer,1,3582,1.69,4868.19
P0619,Beauty,West,9502.24,8397.82,207,98.4,80,3.0,2.1,Regular,0,4399,1.43,10099.37
P0620,Home & Kitchen,West,6395.16,8775.91,275,67.3,141,4.4,21.4,Winter,0,1593,1.55,7363.1
P0621,Sports,East,1473.43,10353.13,113,24.5,31,3.2,12.1,Monsoon,0,5506,0.76,1915.46
P0622,Beauty,West,5688.9,8346.05,120,91.5,63,4.5,11.4,Regular,0,3463,1.99,6866.71
P0623,Sports,South,7851.17,6386.28,96,56.5,48,2.8,15.6,Winter,0,7135,0.61,7980.61
P0624,Electronics,North,7143.2,3680.75,142,23.8,87,4.4,0.0,Winter,0,4229,0.66,6284.19
P0625,Sports,East,1886.47,5800.23,426,93.0,61,2.7,18.7,Monsoon,0,9382,0.79,2452.41
P0626,Sports,West,9729.72,603.82,307,78.2,274,3.6,19.5,Summer,0,4857,1.96,8241.55
P0627,Fashion,East,4598.37,7866.59,61,75.9,284,4.3,34.5,Summer,1,7436,1.98,5977.88
P0628,Fashion,West,1758.45,4782.26,54,73.8,80,2.9,17.9,Regular,0,1990,1.65,2285.98
P0629,Books,South,1965.92,386.64,75,28.0,180,3.2,14.5,Regular,0,706,1.37,1643.92
P0630,Fashion,North,1162.7,825.07,403,29.0,272,4.7,39.8,Festival,0,2553,1.18,1062.02
P0631,Sports,West,8074.48,4178.65,406,71.9,77,4.7,22.8,Summer,0,708,1.95,7373.0
P0632,Home & Kitchen,West,1395.9,6200.91,86,29.8,221,2.6,18.9,Regular,0,7088,1.48,1814.67
P0633,Sports,West,1426.23,4970.58,376,49.5,282,2.9,19.8,Festival,0,8152,1.91,1854.1
P0634,Home & Kitchen,West,8534.62,6570.19,109,80.4,28,2.8,32.4,Winter,0,6075,0.84,8988.18
P0635,Home & Kitchen,North,3577.12,5136.64,92,80.6,77,2.9,13.6,Regular,0,9296,0.87,4127.23
P0636,Fashion,North,502.41,7008.78,6,50.8,164,4.9,15.6,Festival,1,6548,1.75,653.13
P0637,Beauty,South,708.57,2441.38,364,81.3,9,3.9,30.2,Summer,0,6398,0.55,921.14
P0638,Electronics,North,1593.27,1344.54,88,85.5,175,3.7,2.9,Winter,0,3091,1.91,1701.79
P0639,Fashion,West,2291.25,6335.2,486,68.9,76,5.0,34.6,Regular,0,2388,1.16,2978.62
P0640,Fashion,South,6718.43,5182.0,47,30.6,245,3.9,17.2,Summer,0,160,1.87,6664.26
P0641,Beauty,South,1741.8,457.27,158,34.7,122,4.2,23.3,Winter,1,5237,0.87,1369.54
P0642,Electronics,South,1364.97,4106.57,331,38.3,185,3.3,30.3,Monsoon,0,1768,1.52,1774.46
P0643,Sports,West,7694.25,1275.22,426,20.5,32,3.5,10.6,Summer,0,6566,1.12,5770.69
P0644,Books,East,6776.34,5663.6,98,34.6,250,4.0,35.6,Monsoon,0,175,1.37,6378.02
P0645,Books,West,4466.18,4264.43,302,28.9,57,2.7,39.2,Regular,1,8503,1.16,4070.37
P0646,Sports,North,5583.24,6507.73,137,51.0,144,3.1,19.8,Festival,0,2984,1.94,6476.97
P0647,Fashion,North,3257.44,8493.81,399,91.8,84,3.0,37.5,Regular,1,5967,1.48,4234.67
P0648,Electronics,West,4928.5,3272.58,69,19.4,56,2.5,0.0,Summer,0,1654,0.73,4788.96
P0649,Fashion,West,5165.39,10108.89,294,74.8,279,3.8,35.8,Monsoon,1,7640,1.85,6563.07
P0650,Home & Kitchen,South,3994.93,5707.75,380,71.9,273,3.9,12.4,Monsoon,1,2132,0.8,4129.82
P0651,Fashion,West,9084.41,6560.76,261,18.6,166,3.5,12.5,Winter,1,8896,0.93,7778.28
P0652,Fashion,South,357.41,7204.54,471,93.0,158,3.2,9.1,Regular,0,5143,0.47,464.63
P0653,Sports,North,7865.28,7060.67,390,61.2,249,4.1,12.7,Regular,0,7193,1.83,7408.27
P0654,Sports,South,1418.95,5453.22,217,42.7,186,2.8,8.5,Summer,0,334,0.79,1844.64
P0655,Sports,West,8015.96,4604.85,152,78.1,78,3.8,36.2,Monsoon,0,5616,0.74,7853.77
P0656,Books,North,6235.94,735.03,65,33.2,22,4.4,36.0,Summer,0,8268,1.86,5384.84
P0657,Home & Kitchen,East,8464.13,407.93,475,72.4,108,2.9,4.1,Summer,1,2324,1.67,6520.79
P0658,Sports,South,1155.64,3874.16,153,13.6,273,4.4,5.7,Monsoon,0,4022,0.54,1502.33
P0659,Electronics,North,5678.01,3623.38,92,85.5,252,4.4,34.5,Summer,0,9833,1.61,5885.53
P0660,Books,South,5110.66,4181.01,328,50.3,15,2.6,16.0,Monsoon,0,9370,1.85,4885.88
P0661,Beauty,North,7120.69,1607.96,387,67.3,160,2.5,6.8,Summer,0,4163,0.43,5777.92
P0662,Electronics,North,5436.05,7797.9,400,29.9,205,4.9,20.4,Festival,1,6779,1.7,5959.11
P0663,Electronics,South,5499.2,9023.87,282,70.9,113,3.0,16.7,Summer,1,8398,1.23,6435.79
P0664,Sports,East,4410.04,9867.54,408,79.5,168,4.6,8.8,Summer,1,1339,1.44,5733.05
P0665,Beauty,North,3226.58,5261.18,86,52.6,253,3.9,28.8,Festival,1,2561,1.14,4026.69
P0666,Beauty,North,4926.19,7412.93,133,65.6,186,3.2,25.3,Regular,0,5770,1.49,5655.98
P0667,Books,North,1361.23,9009.29,290,51.1,227,2.8,4.0,Monsoon,0,1205,0.36,1769.6
P0668,Beauty,East,9622.83,4496.76,386,90.5,16,3.7,37.0,Winter,0,2838,1.6,9025.94
P0669,Home & Kitchen,East,7201.23,3373.14,357,54.8,156,3.5,22.3,Festival,0,5203,0.36,6619.66
P0670,Sports,West,9534.18,9847.0,284,85.8,111,4.2,10.0,Regular,0,6276,1.07,10380.68
P0671,Beauty,South,2421.93,5501.78,274,82.1,1,4.8,8.3,Summer,1,3026,0.56,3148.51
P0672,Books,East,8817.54,5311.66,296,46.9,41,4.5,5.4,Regular,0,5301,1.7,7966.09
P0673,Home & Kitchen,South,8126.14,2021.25,457,30.7,48,3.2,17.0,Festival,0,3549,0.83,6724.55
P0674,Fashion,West,6836.09,1296.16,207,46.5,108,4.7,5.4,Summer,1,2963,1.07,5312.89
P0675,Fashion,South,6325.29,8870.54,28,84.4,161,4.6,16.6,Regular,0,253,1.03,7958.02
P0676,Home & Kitchen,East,3302.19,6517.85,448,30.5,161,4.8,6.0,Winter,0,1872,1.61,3935.52
P0677,Books,South,8200.83,3542.51,355,57.2,128,3.6,26.3,Monsoon,0,9601,1.12,6882.55
P0678,Home & Kitchen,East,5114.85,2158.72,315,82.5,210,4.4,31.4,Monsoon,1,8683,1.64,4517.14
P0679,Sports,South,894.74,5912.73,465,41.8,151,4.0,22.0,Festival,0,7021,0.42,1163.16
P0680,Sports,East,3266.06,6206.05,212,67.8,255,3.3,27.2,Summer,1,7475,0.63,4074.26
P0681,Fashion,East,9365.91,2316.17,284,32.1,218,5.0,37.5,Summer,0,9557,1.24,7877.99
P0682,Beauty,South,8536.67,8966.51,209,19.8,30,2.6,25.5,Monsoon,1,9390,1.91,7844.01
P0683,Books,West,9822.68,1049.61,156,81.5,45,2.9,14.6,Regular,0,5832,0.43,8076.33
P0684,Fashion,North,6354.34,3854.88,442,18.9,80,4.7,18.0,Summer,0,7976,0.37,5115.92
P0685,Beauty,West,2625.6,7201.57,30,34.4,39,2.7,34.4,Winter,0,9440,0.57,3413.28
P0686,Beauty,South,1795.59,3008.92,198,87.0,240,4.7,5.2,Winter,0,6053,1.39,2313.18
P0687,Sports,West,2031.76,8721.61,340,41.2,45,4.3,13.0,Summer,0,4225,0.98,2641.29
P0688,Electronics,East,394.0,7815.44,426,97.6,78,2.6,23.1,Summer,0,7836,1.7,512.2
P0689,Electronics,North,4028.68,8322.72,242,98.2,288,3.6,27.1,Monsoon,0,2909,0.42,5237.28
P0690,Home & Kitchen,South,2075.99,1409.18,325,34.1,280,4.4,30.5,Festival,0,3012,0.63,2028.0
P0691,Sports,South,4234.22,1630.45,79,13.7,116,4.0,12.7,Monsoon,0,1417,0.81,3623.53
P0692,Beauty,South,9362.95,3136.41,439,73.5,269,4.8,5.8,Festival,0,5260,1.37,8424.66
P0693,Books,North,4419.29,5526.56,167,50.6,53,4.7,38.2,Winter,0,2959,1.46,4835.17
P0694,Electronics,East,8804.25,7899.53,303,19.1,68,3.3,3.1,Festival,1,3455,0.51,8490.4
P0695,Beauty,South,6133.95,8813.0,33,73.7,182,2.7,3.8,Monsoon,1,4544,1.9,7528.65
P0696,Electronics,West,2621.89,7448.74,169,12.8,34,4.9,19.8,Summer,0,870,0.88,3408.46
P0697,Electronics,South,3687.38,9763.12,341,88.3,284,3.8,32.8,Festival,1,7752,1.51,4793.59
P0698,Electronics,South,1022.41,7803.83,190,22.5,249,2.7,31.0,Monsoon,0,7305,1.19,1329.13
P0699,Books,South,3467.93,3340.68,58,21.5,111,4.5,37.5,Winter,1,2712,0.68,3589.28
P0700,Sports,South,6839.9,2915.64,299,25.8,94,4.7,5.7,Festival,0,7154,1.74,6207.75
P0701,Books,East,906.69,7364.71,46,96.4,179,4.1,15.0,Winter,0,5422,1.69,1178.7
P0702,Fashion,West,2212.93,2170.42,416,72.4,47,3.6,11.3,Winter,0,4503,0.97,2225.8
P0703,Beauty,East,3938.12,1136.82,289,82.1,282,4.2,34.4,Regular,0,3179,1.3,3438.88
P0704,Sports,West,9824.09,5672.54,431,45.8,92,4.3,19.5,Festival,0,4666,0.74,9203.65
P0705,Sports,South,7891.65,8659.34,391,40.3,212,4.7,1.1,Monsoon,0,8136,1.47,7533.49
P0706,Sports,North,7388.17,1226.24,142,31.1,75,4.9,28.3,Festival,0,1716,0.83,6409.95
P0707,Sports,East,1338.67,8352.32,191,53.3,202,3.8,15.5,Festival,1,7439,1.73,1740.27
P0708,Books,North,7853.76,8555.42,494,59.7,297,4.5,21.2,Winter,0,3450,0.67,8075.55
P0709,Sports,East,7895.63,5157.07,402,66.9,211,4.9,35.8,Winter,0,2250,0.33,7384.67
P0710,Home & Kitchen,South,6090.81,771.44,208,33.1,134,2.9,10.3,Winter,1,9134,0.76,4568.11
P0711,Beauty,East,9905.55,1981.77,435,95.4,66,2.5,9.6,Winter,0,1033,0.62,8625.41
P0712,Sports,South,3387.49,7480.64,46,25.3,280,4.7,10.5,Monsoon,1,6673,1.16,4344.24
P0713,Beauty,East,9424.47,7525.55,354,96.9,28,3.0,13.5,Summer,0,8824,0.65,9758.81
P0714,Home & Kitchen,South,9164.36,9451.03,420,11.3,117,2.6,4.3,Regular,0,6101,1.6,7795.72
P0715,Home & Kitchen,South,312.51,6193.32,292,53.3,114,2.9,27.9,Winter,0,4165,0.71,406.26
P0716,Beauty,West,4611.14,1460.79,430,40.0,75,3.5,8.3,Winter,0,2690,1.5,3638.77
P0717,Electronics,South,9775.62,1433.0,420,50.4,202,3.0,37.0,Regular,0,6421,1.28,7331.72
P0718,Fashion,West,1210.59,7622.09,30,61.4,59,3.3,8.6,Winter,0,3467,1.98,1573.77
P0719,Electronics,South,5568.29,2076.66,375,49.2,15,4.9,10.2,Summer,0,6637,2.0,4461.65
P0720,Electronics,North,9793.78,3568.94,389,47.3,231,4.3,11.9,Festival,0,9130,1.78,8536.8
P0721,Books,South,5643.86,5208.03,60,75.9,105,4.3,30.7,Regular,0,1933,1.59,6220.39
P0722,Electronics,North,2060.19,435.57,257,71.7,165,2.7,17.1,Monsoon,0,4871,0.96,1742.48
P0723,Sports,North,5905.4,2747.81,126,85.0,199,4.3,32.8,Regular,1,3872,1.58,5342.56
P0724,Books,South,2203.52,4389.42,110,32.5,35,4.3,31.4,Summer,0,8388,1.93,2762.22
P0725,Books,North,5293.1,3065.85,134,64.9,162,4.1,37.2,Monsoon,1,1766,0.34,4800.87
P0726,Home & Kitchen,West,925.61,1587.34,341,62.7,245,3.1,30.3,Festival,0,5673,1.21,1196.58
P0727,Electronics,East,6133.73,7693.09,162,43.3,287,3.6,2.1,Winter,1,2527,0.67,6502.14
P0728,Home & Kitchen,South,5264.54,8571.68,380,53.7,19,4.6,33.5,Regular,0,9705,1.25,5706.46
P0729,Beauty,North,7453.58,2837.18,235,38.2,280,4.2,37.5,Monsoon,0,9552,1.09,6330.4
P0730,Fashion,South,6380.86,8172.01,459,22.8,182,4.3,39.7,Regular,0,418,1.28,6050.25
P0731,Books,West,5586.14,4158.91,312,29.2,147,4.0,5.0,Festival,0,9505,1.24,5517.65
P0732,Beauty,South,6959.83,5409.0,95,19.5,176,3.6,24.5,Regular,0,2899,1.93,5944.4
P0733,Beauty,South,1610.63,9013.93,397,71.5,163,4.4,8.0,Monsoon,0,2797,1.24,2093.82
P0734,Sports,North,6034.52,7919.52,26,69.5,175,2.7,10.5,Summer,0,7612,1.74,7557.19
P0735,Fashion,West,1886.68,8488.81,294,95.6,47,4.2,29.8,Monsoon,0,7189,0.84,2452.68
P0736,Beauty,East,9270.12,1592.24,114,75.7,256,5.0,39.1,Regular,0,6754,1.04,7981.34
P0737,Beauty,East,869.67,899.5,53,14.7,174,4.5,23.8,Festival,0,1937,1.1,973.79
P0738,Fashion,North,4417.67,9399.94,133,89.6,103,3.2,34.0,Winter,0,109,0.77,5742.97
P0739,Fashion,South,7018.82,4182.45,77,87.6,121,3.2,0.4,Winter,1,594,0.95,7476.56
P0740,Beauty,North,4688.62,3150.92,344,49.9,145,4.2,1.5,Festival,0,3114,1.32,4786.27
P0741,Fashion,North,1102.53,7658.87,57,62.7,42,4.7,23.9,Regular,1,6496,1.29,1433.29
P0742,Beauty,North,5623.11,8811.81,471,97.8,29,3.9,15.6,Festival,0,5853,1.38,7179.68
P0743,Beauty,South,6487.99,9080.89,360,57.9,273,3.8,35.6,Regular,0,1280,0.9,6774.34
P0744,Sports,West,7097.16,3441.09,384,91.5,14,2.9,12.1,Monsoon,0,7592,0.84,6406.79
P0745,Electronics,North,3857.95,8974.83,172,17.5,189,4.3,17.3,Summer,0,608,1.34,4982.34
P0746,Beauty,South,5723.87,602.44,49,27.2,295,4.3,21.1,Regular,1,9754,0.53,4513.66
P0747,Home & Kitchen,West,4616.73,692.51,456,49.7,183,4.9,10.9,Winter,0,6113,0.73,3533.86
P0748,Books,North,6786.15,6614.72,397,62.6,36,3.3,36.3,Winter,0,8911,0.37,6677.79
P0749,Electronics,East,5918.86,831.26,109,83.5,37,4.4,18.6,Summer,0,8499,0.42,5271.42
P0750,Electronics,West,5352.41,3529.97,154,98.9,14,3.6,17.0,Regular,0,1120,0.71,5360.95
P0751,Electronics,North,2645.34,7122.84,150,45.0,123,3.9,34.0,Summer,0,1100,0.33,3438.94
P0752,Sports,West,219.78,3660.59,208,14.3,83,4.5,12.5,Monsoon,0,4088,0.72,285.71
P0753,Beauty,West,1906.0,2033.47,366,82.1,159,3.1,32.7,Summer,0,5196,1.41,2009.83
P0754,Sports,West,1347.25,3083.54,303,64.4,102,3.4,4.9,Monsoon,0,4072,0.4,1751.42
P0755,Beauty,West,4601.03,4902.18,171,27.9,83,4.4,7.3,Winter,0,8386,1.04,4659.21
